overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,fireplace_qu,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,overall_qual*overall_qual,overall_qual*gr_liv_area,exter_qual*1st_flr_sf,total_bsmt_sf*kitchen_qual,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config,saleprice
5,0,4,3,816.0,5,816,816,1.5,4,5,1.0,1Story,VinylSd,None,CBlock,Attchd,25,4080,3264,3264.0,0.0,6600,5,RL,Inside,130500
4,59,3,0,0.0,3,1088,1529,2.0,3,0,1.0,1.5Fin,WdShing,None,Slab,Detchd,16,6116,3264,0.0,0.0,8405,0,RL,Inside,98000
9,0,4,4,2271.0,5,2276,2276,3.0,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,81,20484,9104,11355.0,554.0,11778,6,RL,Inside,475000
5,57,3,2,961.0,4,1077,1077,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,25,5385,3231,2883.0,0.0,8967,1,RM,Corner,67000
8,0,4,5,1582.0,5,1610,2161,2.5,5,4,3.0,2Story,VinylSd,Stone,PConc,Attchd,64,17288,6440,7910.0,300.0,10562,6,RL,Inside,325624
7,5,4,4,1409.0,5,1409,1409,2.5,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,49,9863,5636,5636.0,0.0,12864,6,RL,CulDSac,245000
5,4,3,3,1114.0,5,1114,1114,2.5,4,0,2.0,1Story,VinylSd,None,PConc,Detchd,25,5570,3342,4456.0,0.0,13695,6,RL,Inside,159000
5,42,3,3,1073.0,3,1073,1073,2.5,3,0,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,25,5365,3219,3219.0,168.0,10289,5,RL,Inside,156000
10,1,5,5,3094.0,5,2402,2402,3.0,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,100,24020,12010,15470.0,200.0,15431,6,RL,Inside,555000
6,24,3,4,1232.0,3,1232,1232,2.0,3,0,2.0,1Story,Plywood,None,PConc,Attchd,36,7392,3696,3696.0,0.0,11120,4,RL,CulDSac,162500
6,13,4,4,1344.0,4,1440,1440,4.0,4,0,4.0,SFoyer,HdBoard,None,PConc,Attchd,36,8640,5760,5376.0,0.0,9069,2,RL,Inside,224500
6,58,3,3,1488.0,4,1488,1488,2.5,3,3,2.0,1Story,AsbShng,BrkFace,CBlock,Attchd,36,8928,4464,4464.0,44.0,47280,1,RL,Inside,133000
7,3,4,4,783.0,5,807,1509,2.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,49,10563,3228,3132.0,0.0,7875,1,RL,Inside,180000
5,3,3,3,845.0,4,845,845,1.0,4,0,1.0,1Story,HdBoard,None,CBlock,Attchd,25,4225,2535,3380.0,0.0,6600,6,RL,Inside,134500
10,0,5,5,1410.0,5,1426,2945,3.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,100,29450,7130,5640.0,1031.0,13682,1,RL,CulDSac,438780
6,46,3,4,1099.0,4,1431,1431,1.5,3,4,1.0,SLvl,Plywood,BrkFace,CBlock,Basment,36,8586,4293,3297.0,305.0,9150,6,RL,Corner,165000
5,42,3,3,892.0,3,892,892,1.0,3,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,4460,2676,2676.0,60.0,7150,4,RL,Inside,100000
7,49,3,3,1329.0,4,1329,1329,1.5,3,4,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,49,9303,3987,3987.0,128.0,12285,4,RL,Inside,176000
5,32,3,3,1763.0,3,1779,1779,2.5,3,4,2.0,1Story,Wd Sdng,None,CBlock,Attchd,25,8895,5337,5289.0,0.0,17920,5,RL,Inside,170000
7,2,4,4,1373.0,5,1555,1555,2.0,4,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10885,6220,5492.0,130.0,3684,1,RL,Inside,174000
6,58,3,3,768.0,3,788,1236,3.0,3,4,1.0,1.5Fin,Stucco,None,PConc,Detchd,36,7416,2364,2304.0,0.0,7006,3,RM,Inside,127000
7,9,3,4,831.0,5,873,1651,2.5,3,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,49,11557,2619,2493.0,0.0,8390,1,RL,Inside,185900
5,13,3,2,190.0,4,886,886,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Attchd,25,4430,2658,570.0,0.0,5784,1,RM,Inside,91300
6,3,4,4,1682.0,5,1700,1700,3.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,36,10200,6800,6728.0,120.0,9135,6,RL,Inside,200000
6,57,3,3,1040.0,5,1168,1846,2.0,3,4,1.0,1.5Fin,Wd Sdng,BrkFace,CBlock,Attchd,36,11076,3504,3120.0,320.0,10496,3,RL,Inside,143000
5,48,4,3,1052.0,5,1252,1920,3.0,4,4,2.0,1.5Fin,MetalSd,None,CBlock,Attchd,25,9600,5008,4208.0,0.0,13650,5,RL,Inside,172500
4,44,3,3,1088.0,3,1088,1088,1.0,3,0,2.0,1Story,VinylSd,Stone,CBlock,Detchd,16,4352,3264,3264.0,20.0,8308,4,RL,Inside,110000
4,52,3,3,1040.0,3,1362,1362,2.0,3,4,3.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,16,5448,4086,3120.0,160.0,9450,4,RL,Corner,140000
6,1,4,4,1314.0,4,1314,1314,2.0,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,36,7884,5256,5256.0,0.0,9317,6,RL,Inside,176432
6,17,3,4,1278.0,4,1294,1294,3.0,4,0,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,7764,3882,5112.0,88.0,7153,6,RL,Inside,179200
7,0,4,4,1274.0,5,1274,1274,3.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,8918,5096,5096.0,80.0,8814,6,RL,Inside,203000
7,0,4,4,1689.0,5,1689,1689,2.0,4,0,3.0,1Story,VinylSd,Stone,PConc,Attchd,49,11823,6756,6756.0,0.0,9849,1,RL,Inside,248328
9,1,5,5,1641.0,5,1641,1641,3.0,5,0,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,81,14769,8205,8205.0,406.0,14463,6,RL,Corner,316500
7,58,3,3,570.0,3,617,1079,1.0,3,4,1.0,1.5Fin,BrkFace,None,CBlock,Attchd,49,7553,1851,1710.0,0.0,5190,1,RL,Inside,125600
5,49,3,3,984.0,4,984,984,2.0,2,0,1.0,1Story,MetalSd,BrkFace,CBlock,Detchd,25,4920,2952,1968.0,164.0,9750,3,RM,Inside,110000
4,57,3,3,960.0,4,960,960,1.0,2,0,1.0,1Story,MetalSd,None,PConc,Detchd,16,3840,2880,1920.0,0.0,6000,5,RM,Inside,108500
5,58,2,3,540.0,3,1044,1044,1.0,2,0,2.0,1Story,Wd Sdng,None,CBlock,Basment,25,5220,2088,1080.0,0.0,8712,1,C (all),Inside,55993
5,1,3,3,1027.0,5,1027,1633,1.0,4,4,1.0,1.5Fin,VinylSd,None,BrkTil,Detchd,25,8165,3081,4108.0,0.0,11851,4,RM,Inside,129000
6,19,3,4,1112.0,4,1137,1137,3.0,4,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,6822,3411,4448.0,72.0,13811,6,RL,Inside,176000
6,46,3,3,1380.0,2,1380,1380,1.5,3,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,8280,4140,4140.0,295.0,10143,3,RL,Inside,154000
6,22,4,4,1256.0,5,1256,1256,2.0,4,2,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,36,7536,5024,5024.0,228.0,18265,6,RL,Corner,180000
5,31,3,4,1142.0,3,1142,1142,2.5,3,1,2.0,1Story,CemntBd,None,PConc,Attchd,25,5710,3426,3426.0,0.0,4224,5,RM,Inside,134000
6,6,3,3,1202.0,3,2158,2158,3.0,4,4,2.0,1Story,WdShing,None,CBlock,Attchd,36,12948,6474,4808.0,0.0,12615,5,RL,Corner,243000
8,4,4,4,1616.0,5,1629,1629,3.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,13032,6516,6464.0,236.0,14536,6,RL,Inside,270000
6,24,3,3,1084.0,3,1080,1080,1.5,3,0,2.0,1Story,VinylSd,None,PConc,Attchd,36,6480,3240,3252.0,0.0,9187,5,RL,Corner,134000
7,16,4,4,1347.0,5,1372,2646,3.5,4,3,3.0,2Story,HdBoard,BrkFace,PConc,Attchd,49,18522,5488,5388.0,256.0,9900,6,RL,Inside,260000
7,1,4,4,738.0,4,738,1491,2.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,49,10437,2952,2952.0,0.0,8333,1,RL,Inside,168675
6,13,3,4,392.0,4,924,1694,2.5,3,3,2.0,SLvl,HdBoard,BrkFace,PConc,BuiltIn,36,10164,2772,1176.0,32.0,10147,2,RL,CulDSac,160000
6,3,4,4,704.0,5,704,1422,2.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,36,8532,2816,2816.0,0.0,11646,1,RL,Inside,173000
7,0,4,4,1293.0,5,1301,1301,3.0,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,49,9107,5204,5172.0,0.0,7200,1,FV,Inside,187750
7,17,3,4,791.0,4,1236,2093,2.5,3,3,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,49,14651,3708,2373.0,123.0,20544,1,RL,CulDSac,215000
5,41,3,3,1073.0,4,1073,1073,1.0,3,0,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,25,5365,3219,3219.0,340.0,9981,4,RL,Corner,120000
7,1,4,4,1494.0,5,1506,1506,3.0,4,4,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10542,6024,5976.0,143.0,8251,6,RL,Inside,249000
7,39,3,3,1334.0,4,1334,1334,3.0,3,0,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,49,9338,4002,4002.0,264.0,10140,4,RL,Inside,164500
7,20,4,0,0.0,4,1295,1295,2.0,4,0,1.0,1Story,BrkFace,None,CBlock,Attchd,49,9065,5180,0.0,0.0,8239,0,RM,Inside,230000
7,17,3,3,672.0,4,672,1344,2.5,4,4,2.0,2Story,Wd Sdng,None,BrkTil,Attchd,49,9408,2016,2688.0,0.0,5700,3,RM,Corner,140000
5,57,3,3,732.0,3,732,732,2.0,3,0,1.0,1Story,MetalSd,None,CBlock,Detchd,25,3660,2196,2196.0,0.0,7200,5,RL,Corner,118900
8,1,4,4,1468.0,5,1468,1468,2.0,4,4,3.0,1Story,VinylSd,None,PConc,Attchd,64,11744,5872,5872.0,0.0,9178,1,RL,Inside,239900
6,31,3,4,1069.0,4,1069,1069,2.5,3,1,2.0,1Story,Plywood,None,CBlock,Attchd,36,6414,3207,3207.0,0.0,4043,5,RL,Inside,146300
5,33,3,4,1040.0,4,1040,1040,1.0,3,0,2.0,1Story,CemntBd,None,PConc,Attchd,25,5200,3120,3120.0,0.0,4224,6,RM,Inside,124000
5,44,3,4,925.0,3,999,999,2.0,3,0,1.0,SFoyer,HdBoard,None,CBlock,Detchd,25,4995,2997,2775.0,0.0,11235,5,RL,Inside,130000
7,6,3,4,1349.0,5,1349,1349,2.0,3,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,9443,4047,4047.0,108.0,8450,1,RL,Inside,179000
7,19,3,4,1424.0,5,1442,1442,2.0,3,0,2.0,1Story,HdBoard,None,PConc,Attchd,49,10094,4326,4272.0,0.0,11851,1,RL,Corner,180500
4,60,3,3,747.0,3,747,747,1.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,16,2988,2241,2241.0,0.0,4608,1,RM,Corner,80000
8,0,4,4,1573.0,5,1578,1578,2.0,5,4,3.0,1Story,CemntBd,Stone,PConc,Attchd,64,12624,6312,7865.0,194.0,9262,1,RL,Inside,287090
5,52,3,0,0.0,4,882,882,1.0,3,0,1.0,1Story,BrkFace,None,PConc,Detchd,25,4410,2646,0.0,0.0,12702,0,RM,Inside,97000
7,4,4,4,1368.0,5,1511,1511,3.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10577,6044,5472.0,40.0,2938,6,RL,Inside,246990
6,43,3,3,1302.0,2,1128,1128,2.0,3,3,2.0,1Story,HdBoard,BrkCmn,CBlock,Attchd,36,6768,3384,3906.0,138.0,18160,4,RL,Inside,154204
7,7,3,3,1312.0,5,1312,1312,1.5,3,4,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,49,9184,3936,3936.0,125.0,11355,4,RL,Corner,186000
5,36,3,3,630.0,3,630,1302,2.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,25,6510,1890,1890.0,356.0,1680,3,RM,Inside,111750
9,6,5,5,2846.0,5,2696,2696,3.5,5,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,81,24264,13480,14230.0,1095.0,14300,6,RL,Inside,500000
7,1,4,4,628.0,5,628,1356,2.5,4,4,2.0,2Story,VinylSd,None,PConc,BuiltIn,49,9492,2512,2512.0,0.0,10616,1,RL,Inside,177439
9,1,5,5,1104.0,5,1130,2184,3.5,5,4,3.0,2Story,VinylSd,Stone,PConc,Attchd,81,19656,5650,5520.0,154.0,11308,6,RL,Inside,335000
7,32,3,3,803.0,3,1098,1964,2.5,3,4,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,49,13748,3294,2409.0,660.0,10480,5,RL,Inside,205000
8,17,4,4,1312.0,4,1321,1321,2.0,4,3,2.0,1Story,CemntBd,None,PConc,Attchd,64,10568,5284,5248.0,0.0,5118,6,RL,Inside,212000
8,5,4,5,1594.0,5,1646,1646,3.5,4,4,2.0,1Story,CemntBd,Stone,PConc,Attchd,64,13168,6584,6376.0,186.0,3811,6,RM,Corner,246000
7,25,4,4,1260.0,3,1260,1260,3.0,3,0,2.0,1Story,WdShing,BrkFace,CBlock,Attchd,49,8820,5040,3780.0,174.0,10825,6,RL,Inside,181900
5,9,3,3,926.0,3,926,1316,2.0,3,0,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,25,6580,2778,2778.0,0.0,5500,2,RM,Corner,130000
5,5,3,2,264.0,5,768,1432,2.0,3,0,2.0,2Story,Wd Sdng,None,BrkTil,Detchd,25,7160,2304,792.0,0.0,9600,1,RM,Inside,132000
7,6,4,4,779.0,5,1029,1958,3.5,4,3,2.0,2Story,VinylSd,None,PConc,Attchd,49,13706,4116,3116.0,0.0,9317,6,RL,Inside,220000
8,8,4,4,1753.0,5,1788,1788,2.0,5,3,2.0,1Story,VinylSd,None,PConc,Attchd,64,14304,7152,8765.0,0.0,11838,1,RL,Inside,236500
8,0,4,4,832.0,5,832,1935,3.5,3,0,2.0,2Story,VinylSd,Stone,PConc,BuiltIn,64,15480,3328,2496.0,110.0,8004,6,FV,Inside,263435
6,50,3,3,1272.0,3,1272,1969,2.0,3,4,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,11814,3816,3816.0,0.0,6876,1,RM,Inside,141000
7,5,4,4,847.0,5,847,1986,2.5,4,4,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,13902,3388,3388.0,196.0,8396,1,RL,Inside,213000
7,0,4,4,1214.0,5,1214,1214,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,8498,4856,4856.0,0.0,9803,1,RL,Inside,179781
8,1,4,4,1342.0,5,1342,1342,3.0,4,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,64,10736,5368,5368.0,176.0,6240,6,RL,Inside,234250
8,32,4,4,1565.0,3,2898,2898,3.0,4,4,2.0,1Story,Stone,None,CBlock,Attchd,64,23184,11592,6260.0,0.0,15498,5,RL,Corner,287000
6,57,3,3,960.0,3,986,986,1.0,3,4,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,36,5916,2958,2880.0,0.0,6180,1,RM,Corner,102000
7,57,3,3,637.0,5,1108,1108,1.0,4,4,1.0,1.5Unf,Wd Sdng,None,PConc,Attchd,49,7756,3324,2548.0,0.0,7449,1,RM,Inside,139400
3,56,3,3,672.0,3,694,1214,1.0,3,0,3.0,1.5Fin,Wd Sdng,None,PConc,Detchd,9,3642,2082,2016.0,0.0,10410,1,RL,Corner,105000
8,37,4,3,2217.0,5,2217,2217,3.0,4,3,2.0,1Story,Wd Sdng,None,PConc,Attchd,64,17736,8868,8868.0,0.0,15865,5,RL,Inside,268000
6,40,4,4,697.0,3,1575,2201,2.0,4,4,2.0,SLvl,Plywood,None,CBlock,Attchd,36,13206,6300,2788.0,0.0,19690,1,RL,CulDSac,274970
7,3,4,4,1220.0,5,1220,1220,2.0,4,4,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,8540,4880,4880.0,16.0,3182,6,RL,Inside,180000
7,3,3,3,689.0,5,689,1378,2.0,4,4,2.0,2Story,MetalSd,None,BrkTil,Detchd,49,9646,2067,2756.0,0.0,9600,3,RM,Inside,161000
4,4,3,0,0.0,5,930,930,1.0,4,0,1.0,1Story,MetalSd,None,CBlock,Detchd,16,3720,2790,0.0,0.0,11100,0,RL,Inside,84900
5,52,3,3,988.0,3,988,988,2.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,25,4940,2964,2964.0,0.0,13587,3,RL,Inside,119000
8,2,4,5,1964.0,5,1964,1964,3.5,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,15712,7856,7856.0,674.0,11447,6,RL,Inside,370000
7,1,4,4,1270.0,5,1270,1270,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,8890,5080,5080.0,0.0,7242,1,RL,Inside,175900
5,30,3,0,0.0,3,1120,2240,2.0,3,0,2.0,2Story,Plywood,None,Slab,Detchd,25,11200,3360,0.0,0.0,7018,0,RL,Inside,142953
8,12,4,4,1494.0,5,1494,1494,2.5,4,4,2.0,1Story,BrkFace,None,PConc,Attchd,64,11952,5976,5976.0,0.0,9466,2,RL,FR2,279700
5,49,3,2,1179.0,4,1364,1364,1.5,3,4,1.0,1Story,BrkFace,None,CBlock,Attchd,25,6820,4092,3537.0,0.0,8400,4,RL,Corner,132000
9,9,4,5,1440.0,5,1476,2153,3.5,5,5,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,81,19377,5904,7200.0,204.0,11050,6,RL,Inside,313000
4,56,3,3,637.0,4,897,1336,1.5,3,0,1.0,1.5Fin,MetalSd,None,CBlock,CarPort,16,5344,2691,1911.0,0.0,11040,3,C (all),Inside,108000
7,4,4,4,746.0,5,760,1656,2.5,4,4,2.0,2Story,VinylSd,Stone,PConc,BuiltIn,49,11592,3040,2984.0,92.0,6931,1,RL,Inside,165400
6,11,4,4,781.0,5,795,1499,2.5,4,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,36,8994,3180,3124.0,68.0,12438,1,RL,Inside,187000
8,13,4,4,1462.0,5,1490,2794,3.5,5,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,22352,5960,7310.0,506.0,15138,6,RL,Inside,403000
6,31,3,3,848.0,3,1118,2030,2.5,4,3,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,36,12180,3354,3392.0,298.0,12046,2,RL,Inside,195000
6,46,3,3,1218.0,3,1254,1254,2.0,3,4,2.0,SLvl,WdShing,BrkFace,CBlock,Attchd,36,7524,3762,3654.0,291.0,9600,5,RL,Inside,158500
8,4,4,4,1065.0,5,1091,1989,3.5,4,4,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,15912,4364,4260.0,210.0,11367,6,RL,Corner,255000
5,52,3,3,1898.0,5,1898,1898,2.5,3,3,2.0,1Story,BrkFace,None,PConc,Attchd,25,9490,5694,5694.0,0.0,26073,3,RL,CulDSac,236500
5,41,3,3,988.0,3,988,988,2.0,3,0,1.0,1Story,HdBoard,BrkFace,CBlock,Detchd,25,4940,2964,2964.0,52.0,7150,4,RL,Inside,129250
7,13,3,3,1501.0,3,1801,1801,3.0,3,3,2.0,1Story,BrkFace,None,CBlock,Attchd,49,12607,5403,4503.0,0.0,15602,5,RL,Inside,289000
5,32,3,0,0.0,3,936,1872,3.0,3,0,2.0,2Story,Plywood,None,CBlock,Attchd,25,9360,2808,0.0,0.0,10260,0,RL,Inside,100000
8,6,4,4,1531.0,5,1531,2439,3.5,4,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,19512,6124,6124.0,256.0,12728,6,RL,Inside,275000
8,8,4,4,850.0,5,886,1764,2.5,4,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,14112,3544,3400.0,192.0,11690,1,RL,Inside,207000
5,8,3,3,864.0,4,1200,1200,2.5,4,0,2.0,1Story,MetalSd,BrkFace,CBlock,Detchd,25,6000,3600,3456.0,166.0,9230,6,RL,Corner,146000
6,34,3,3,494.0,5,494,1030,1.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,36,6180,1482,1482.0,380.0,1890,5,RM,Inside,116000
7,11,3,4,1057.0,5,1057,2034,3.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,14238,3171,4228.0,573.0,9375,6,RL,Inside,219500
7,6,4,4,1405.0,5,1405,1405,2.0,4,3,2.0,1Story,VinylSd,Stone,PConc,Attchd,49,9835,5620,5620.0,163.0,3480,1,RL,Inside,173000
4,53,3,3,1134.0,5,1229,1229,1.0,3,0,1.0,1Story,VinylSd,None,CBlock,Attchd,16,4916,3687,3402.0,0.0,17140,5,RL,Inside,135000
7,4,4,4,979.0,5,992,1932,3.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,49,13524,3968,3916.0,0.0,8749,6,RL,Inside,213000
6,12,3,3,967.0,3,1299,1299,1.0,4,3,2.0,1Story,VinylSd,None,CBlock,Attchd,36,7794,3897,3868.0,0.0,11375,3,RL,Inside,150000
7,0,4,5,1258.0,5,1402,1402,2.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,9814,5608,5032.0,72.0,3922,1,RL,Inside,194201
7,3,4,4,1346.0,5,1504,1504,2.0,4,4,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10528,6016,5384.0,16.0,3182,6,RL,Inside,181000
6,49,3,3,1442.0,4,1442,1442,1.5,3,0,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,36,8652,4326,4326.0,243.0,9750,3,RL,Inside,157900
7,6,4,4,951.0,5,951,1779,3.5,4,3,2.0,2Story,VinylSd,None,PConc,Attchd,49,12453,3804,3804.0,0.0,13426,6,RL,Corner,217000
8,3,4,4,1082.0,5,1082,1953,2.5,4,4,3.0,2Story,VinylSd,None,PConc,Attchd,64,15624,4328,4328.0,0.0,10574,1,FV,Inside,252000
7,4,4,4,872.0,5,872,1909,2.5,4,0,2.0,2Story,VinylSd,None,PConc,BuiltIn,49,13363,3488,3488.0,0.0,8726,1,RL,Inside,197000
7,4,4,4,868.0,5,868,1630,2.5,4,4,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,11410,3472,3472.0,200.0,7984,1,RL,Inside,189500
5,56,3,3,686.0,4,686,1250,2.0,2,0,1.0,1.5Fin,Stucco,None,BrkTil,Detchd,25,6250,2058,1372.0,0.0,8248,1,RL,Inside,116000
6,47,3,3,1328.0,3,1328,1328,2.5,3,4,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,7968,3984,3984.0,451.0,9790,5,RL,Inside,143000
5,57,3,3,876.0,3,988,988,1.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,25,4940,2964,2628.0,0.0,7200,4,RL,Inside,119000
6,54,3,3,854.0,2,854,1278,1.0,3,0,1.0,1.5Fin,MetalSd,None,CBlock,Attchd,36,7668,2562,2562.0,0.0,7200,3,RL,Inside,127500
6,1,4,4,858.0,5,858,1716,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,36,10296,3432,3432.0,0.0,8125,1,FV,Inside,200825
2,51,3,3,498.0,3,498,498,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,4,996,1494,1494.0,0.0,8088,1,RL,Inside,35000
7,30,4,4,1420.0,5,1420,2840,3.0,4,4,4.0,2Story,Plywood,BrkFace,PConc,Attchd,49,19880,5680,5680.0,168.0,12511,5,RL,Corner,292500
6,38,3,3,483.0,3,483,987,1.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,36,5922,1449,1449.0,127.0,1869,3,RM,Inside,106000
4,60,3,2,660.0,3,756,756,1.0,3,0,2.0,1Story,Wd Sdng,None,BrkTil,Detchd,16,3024,2268,1980.0,0.0,9259,1,RL,Corner,85000
8,6,4,5,1712.0,5,1712,1712,3.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,13696,6848,6848.0,270.0,16770,6,RL,Corner,286500
6,33,3,4,1069.0,3,1069,1069,2.0,3,2,2.0,1Story,Plywood,None,CBlock,Attchd,36,6414,3207,3207.0,0.0,4043,5,RL,Inside,127500
7,0,4,4,1335.0,5,1335,1335,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,9345,5340,5340.0,0.0,9000,1,FV,Inside,210400
8,4,5,5,1518.0,5,1518,1518,1.5,5,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,64,12144,7590,7590.0,472.0,12677,6,RL,Inside,274000
8,1,4,4,920.0,5,920,1780,3.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,64,14240,3680,3680.0,0.0,12852,6,RL,Corner,264966
4,57,2,3,771.0,2,866,1484,2.0,3,0,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,16,5936,1732,2313.0,0.0,10320,1,RM,Corner,50000
5,60,3,2,686.0,3,966,1652,3.0,3,0,1.0,1.5Fin,MetalSd,None,PConc,Detchd,25,8260,2898,2058.0,0.0,10800,2,RM,Inside,139000
7,17,4,4,1223.0,4,1271,2503,3.5,4,3,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,49,17521,5084,4892.0,272.0,19522,6,RL,Inside,300000
8,14,4,4,1952.0,4,2000,2704,3.5,5,3,2.0,SLvl,Plywood,None,CBlock,Attchd,64,21632,8000,9760.0,0.0,13860,6,RL,Inside,345000
8,12,4,4,1556.0,5,1592,1592,2.0,4,3,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,64,12736,6368,6224.0,519.0,11927,4,RL,Inside,228000
4,56,3,3,686.0,2,810,1328,1.0,3,0,1.0,2Story,MetalSd,None,CBlock,Detchd,16,5312,2430,2058.0,0.0,9906,1,RM,Inside,107000
8,6,4,5,1593.0,5,1593,1593,2.5,5,4,2.0,1Story,CemntBd,None,PConc,Attchd,64,12744,6372,7965.0,0.0,4923,6,RL,Inside,286000
5,42,3,3,912.0,3,912,912,1.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,4560,2736,2736.0,0.0,7800,3,RL,Inside,115000
8,3,4,4,1273.0,5,1456,1456,2.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,11648,5824,5092.0,40.0,3196,1,RL,Inside,215000
7,15,3,3,672.0,2,1272,1944,2.0,3,0,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,49,13608,3816,2016.0,0.0,9928,1,RM,Inside,179900
8,25,4,4,1488.0,3,1502,1502,2.5,4,0,2.0,1Story,HdBoard,None,PConc,Attchd,64,12016,6008,5952.0,0.0,6820,6,RL,Corner,212000
8,1,4,4,1074.0,5,1074,2064,2.5,4,4,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,16512,4296,4296.0,216.0,13128,1,RL,CulDSac,250000
5,56,3,3,1042.0,5,1042,1576,1.0,3,4,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,25,7880,3126,3126.0,0.0,6240,1,RM,Inside,149000
